"Weekday","FieldOfStudy","Race","Age","Gender","Edu","Political","SocialStatus","Religious","USAScore","UKScore","ItalyScore","ChinaScore"
4,1,"White",46,"Female",13,"Left",8,1,"No_Bias",0.510885190667672,NA,NA
4,8,"White",35,"Female",9,NA,7,4,"No_Bias",NA,NA,0.0556354354403608
4,14,"Black",19,"Female",4,"Left",4,1,"No_Bias",0.108527868405597,NA,NA
4,1,"White",21,"Female",5,"Left",5,1,"No_Bias",NA,-0.11243622398386,NA
4,11,"Other",29,"Female",6,"Left",6,3,"No_Bias",NA,NA,-0.476753095214647
4,11,"White",18,"Female",5,"Moderate",5,1,"No_Bias",NA,0.647600933869692,NA
4,1,"White",55,"Male",3,"Left",4,1,"No_Bias",NA,NA,0.0220179432395038
4,4,"White",18,"Female",2,"Left",8,2,"No_Bias",0.232146653534162,NA,NA
4,9,"White",42,"Female",9,"Moderate",7,1,"COVID",NA,NA,NA
4,7,"White",47,"Male",10,"Moderate",8,1,"No_Bias",NA,-0.0783257453467237,NA
4,8,"Other",22,"Female",7,"Left",5,1,"No_Bias",NA,-0.372014960262813,NA
4,2,"Asian",30,"Female",10,"Moderate",6,3,"No_Bias",NA,0.50960046319443,NA
4,6,"White",22,"Male",7,"Moderate",7,1,"No_Bias",NA,0.918063517487634,NA
4,2,"Asian",25,"Male",9,"Moderate",4,4,"No_Bias",NA,NA,-0.602916245978141
4,12,"White",31,"Male",7,"Left",6,1,"No_Bias",0.475676418659518,NA,NA
4,9,"White",19,"Male",5,"Moderate",6,4,"No_Bias",-0.102628730904313,NA,NA
4,10,"Other",25,"Male",5,"Left",3,1,"No_Bias",NA,0.43480239037929,NA
4,12,"White",34,"Female",9,"Left",7,1,"No_Bias",NA,0.677094927380121,NA
4,NA,"White",37,"Male",NA,"Moderate",NA,2,"Non_COVID",-0.314547447550424,NA,NA
4,12,"Black",40,"Female",8,"Moderate",4,3,"No_Bias",NA,-0.443580536979953,NA
4,12,"Other",22,"Female",5,"Left",3,1,"No_Bias",NA,0.246060921889494,NA
4,5,"White",19,"Female",5,"Moderate",7,3,"No_Bias",NA,0.118195580955363,NA
4,2,"Asian",21,"Female",4,"Moderate",8,3,"No_Bias",NA,NA,NA
4,2,"White",54,"Female",5,"Moderate",6,2,"No_Bias",NA,NA,0.282761547033849
4,6,"White",54,"Male",5,"Left",6,1,"COVID",NA,0.0987137118185544,NA
4,2,"Asian",26,"Female",8,"Moderate",6,3,"No_Bias",NA,0.0348963044340856,NA
4,1,"Asian",42,"Female",13,"Moderate",6,1,"No_Bias",NA,-0.153256285164782,NA
4,12,"Other",20,"Female",4,"Left",6,3,"No_Bias",NA,-0.461788363034145,NA
4,14,"White",16,"Female",3,"Left",6,1,"No_Bias",-0.230925120410476,NA,NA
4,14,"Black",26,"Female",5,"Moderate",7,2,"No_Bias",NA,-0.0346635387271167,NA
4,14,"White",18,"Female",4,"Moderate",8,2,"No_Bias",NA,NA,-0.0598040673681272
4,2,"White",59,"Female",5,"Left",7,1,"No_Bias",0.814458255971396,NA,NA
4,2,"Asian",30,"Female",7,"Left",6,2,"No_Bias",NA,-0.0264959377136389,NA
4,2,"White",20,"Female",5,"Right",6,2,"No_Bias",0.164537843489976,NA,NA
4,1,"White",32,"Female",9,"Left",7,1,"No_Bias",NA,0.372542950536795,NA
4,12,"White",27,"Female",8,"Left",6,1,"No_Bias",NA,-0.208570644603666,NA
4,8,"White",44,"Female",5,"Left",6,1,"No_Bias",0.476342245518594,NA,NA
4,5,"White",50,"Female",9,NA,7,3,"No_Bias",NA,-0.228283955852964,NA
4,5,"White",30,"Female",9,"Left",7,3,"No_Bias",NA,-0.0694094124084505,NA
4,5,"White",18,"Female",5,"Left",5,2,"No_Bias",NA,-0.647497091059098,NA
4,15,"White",16,"Female",3,"Left",5,1,"No_Bias",-0.0633892740814301,NA,NA
4,8,"White",60,"Female",9,"Moderate",7,2,"No_Bias",NA,NA,0.205486127431769
4,15,"White",19,"Female",5,"Moderate",7,3,"No_Bias",-0.744162777412701,NA,NA
4,10,"White",19,"Female",5,"Left",4,3,"No_Bias",NA,0.517334888625072,NA
4,4,"White",28,"Male",5,"Left",3,2,"No_Bias",NA,-0.682392556030197,NA
4,11,"White",18,"Female",3,"Left",7,1,"No_Bias",NA,NA,NA
4,2,"White",21,"Female",5,"Left",7,1,"No_Bias",NA,0.450195626645511,NA
4,2,"White",20,"Female",4,"Left",6,2,"No_Bias",NA,0.102430075951942,NA
4,12,"White",27,"Female",8,"Left",6,1,"No_Bias",NA,-0.428280789229583,NA
4,2,"White",18,"Female",3,"Left",9,2,"No_Bias",NA,NA,-0.193483945308351
4,2,"White",19,"Male",3,"Moderate",7,1,"COVID",NA,0.109348145372428,NA
4,15,"Other",17,"Female",2,"Moderate",5,3,"No_Bias",NA,NA,0.324877940611383
4,8,"White",21,"Female",5,"Left",7,2,"No_Bias",-0.0339643652739781,NA,NA
4,11,"White",18,"Female",5,"Left",4,1,"No_Bias",NA,NA,-0.00960534712696366
4,11,"Other",19,"Female",5,"Left",7,2,"COVID",NA,0.705734703572828,NA
4,11,"White",20,"Female",5,"Moderate",5,3,"COVID",NA,NA,-0.278567739601911
4,11,"White",60,"Female",9,"Left",9,1,"No_Bias",NA,NA,0.0177196041334117
4,13,"White",33,"Male",6,"Right",4,4,"No_Bias",NA,-0.0839586219000834,NA
4,11,"Other",19,"Female",5,"Left",7,1,"No_Bias",0.418084437754324,NA,NA
4,12,"White",45,"Male",9,"Moderate",7,2,"No_Bias",NA,0.441082390383391,NA
4,6,NA,NA,NA,13,"Left",7,2,"Non_COVID",NA,0.510796849659697,NA
4,2,"Asian",38,"Male",9,"Left",6,3,"COVID",-0.65938475206562,NA,NA
4,11,"Asian",23,"Female",7,"Left",9,1,"No_Bias",NA,NA,-0.11269704801566
4,12,"White",70,"Female",6,"Left",4,1,"No_Bias",0.409668362788283,NA,NA
4,15,"Other",18,"Male",3,"Moderate",9,1,"No_Bias",NA,NA,NA
4,15,"White",18,"Female",3,"Left",6,2,"No_Bias",0.113797693969962,NA,NA
4,2,"White",22,"Male",7,"Moderate",7,2,"No_Bias",-0.410483138845643,NA,NA
4,NA,"White",19,"Female",NA,"Left",6,1,"No_Bias",0.193588989927504,NA,NA
4,11,"Black",32,"Female",8,"Moderate",3,4,"No_Bias",0.340698208052266,NA,NA
4,8,"White",18,"Male",4,"Moderate",7,4,"No_Bias",NA,NA,NA
5,2,"White",20,"Male",5,"Left",5,1,"No_Bias",NA,NA,-0.175414224852777
5,12,"Asian",21,"Male",5,"Moderate",6,2,"No_Bias",-0.112626996774653,NA,NA
5,8,"White",17,"Male",3,"Moderate",7,2,"No_Bias",NA,NA,-0.441244919571409
5,10,"Black",24,"Female",11,"Left",7,2,"COVID",NA,0.719873422923454,NA
5,12,"Asian",42,"Female",7,"Moderate",8,1,"No_Bias",NA,-0.273659631748168,NA
5,8,"Other",57,"Female",9,"Moderate",7,4,"No_Bias",NA,-0.234862609006276,NA
5,8,"Asian",18,"Male",4,"Moderate",6,2,"No_Bias",NA,NA,-0.408082970796129
5,2,NA,24,"Female",5,"Left",6,4,"No_Bias",NA,NA,-0.708207788506308
5,8,"White",23,"Female",7,"Right",6,2,"No_Bias",NA,NA,-0.550108999790451
5,9,"White",38,"Male",7,"Left",4,2,"No_Bias",0.0394775665512164,NA,NA
5,2,"Asian",51,"Female",7,"Left",6,4,"No_Bias",NA,-0.75008813689473,NA
5,10,"White",15,"Male",3,"Right",6,1,"No_Bias",-0.441948391786684,NA,NA
5,13,"White",45,"Female",7,"Left",7,1,"No_Bias",NA,NA,0.866242004642824
5,5,"White",34,"Female",9,"Left",6,1,"No_Bias",NA,NA,-0.166640623642906
5,8,"Other",35,"Male",6,"Moderate",5,1,"COVID",0.352091986473095,NA,NA
5,5,"White",23,"Male",5,"Moderate",5,3,"No_Bias",NA,NA,0.76637964249803
5,12,"Other",23,"Male",7,"Left",8,1,"No_Bias",NA,0.367965840650256,NA
5,8,"White",25,"Female",4,"Left",7,2,"No_Bias",NA,0.0982898792316663,NA
5,2,"Other",34,"Female",7,"Left",9,1,"No_Bias",NA,NA,-0.539938208403159
5,9,"White",25,"Female",7,"Left",5,1,"No_Bias",NA,NA,-0.0758398824030021
5,11,"White",20,"Male",4,"Left",4,1,"No_Bias",NA,NA,-0.268523440613005
5,15,"White",50,"Male",5,"Right",6,2,"No_Bias",NA,0.213011632794674,NA
5,2,"White",25,"Female",7,"Moderate",5,4,"No_Bias",-0.086930078534144,NA,NA
5,9,"White",23,NA,7,"Left",7,2,"No_Bias",NA,-0.19487161770862,NA
5,8,"White",16,"Female",4,"Moderate",3,2,"No_Bias",0.479719071711689,NA,NA
5,5,"White",45,"Female",7,"Left",5,2,"No_Bias",NA,NA,0.290229070350378
5,5,"White",25,"Female",9,"Moderate",6,1,"No_Bias",NA,0.471385409826607,NA
5,14,"White",52,"Female",9,"Left",6,1,"COVID",0.0610103889632606,NA,NA
5,11,"Asian",21,"Female",7,"Left",6,1,"No_Bias",0.481584656663491,NA,NA
5,12,"White",19,"Female",5,"Left",8,1,"No_Bias",NA,NA,0.0150602352212027
5,2,"White",21,"Male",4,"Moderate",4,1,"No_Bias",0.358914116775759,NA,NA
5,NA,"White",43,"Female",NA,"Moderate",7,4,"No_Bias",NA,0.617944398630588,NA
5,9,"White",46,"Male",7,NA,8,2,"No_Bias",NA,0.00430438141567401,NA
5,9,"Other",18,"Male",4,"Moderate",3,2,"No_Bias",NA,NA,-0.877651628761887
5,2,"White",20,"Male",5,"Moderate",7,3,"No_Bias",NA,NA,NA
5,2,"White",20,"Female",4,"Left",7,3,"COVID",NA,0.214768868809296,NA
5,15,"White",20,"Female",5,"Moderate",4,2,"No_Bias",NA,NA,0.140114218211522
5,NA,"White",17,"Female",NA,"Left",6,2,"Non_COVID",NA,-0.0487032951158774,NA
5,5,"White",34,"Female",9,"Left",6,1,"No_Bias",NA,NA,-0.0633775102180765
5,11,"White",54,"Male",9,"Moderate",6,3,"COVID",NA,NA,NA
5,12,"Black",18,"Male",5,"Left",4,2,"No_Bias",NA,-0.0412751430407667,NA
5,2,"White",23,"Female",7,"Moderate",8,1,"No_Bias",NA,NA,0.135846728990118
5,8,"White",54,"Male",6,"Moderate",6,2,"No_Bias",0.43850045827657,NA,NA
5,NA,"White",17,"Male",NA,"Moderate",6,1,"No_Bias",0.128893792525282,NA,NA
5,6,"Other",41,"Male",7,"Moderate",8,1,"Non_COVID",NA,-0.31878191014777,NA
5,2,"White",55,"Female",10,"Moderate",7,3,"COVID",NA,NA,0.581661144863968
5,2,"White",21,"Male",5,"Moderate",6,2,"No_Bias",-0.151663321888462,NA,NA
5,3,"Asian",18,"Female",3,"Left",6,3,"COVID",NA,NA,0.738742657103509
5,5,"White",20,"Male",5,"Moderate",7,3,"No_Bias",NA,NA,-0.135414810530302
5,8,"Other",32,"Female",8,"Left",7,1,"No_Bias",NA,NA,-0.452724640185027
5,2,"White",20,"Male",5,"Moderate",6,1,"COVID",NA,-0.622001215913076,NA
5,11,"White",31,"Female",13,"Left",8,2,"No_Bias",0.0882811097190025,NA,NA
5,NA,"White",62,"Female",NA,"Left",7,2,"No_Bias",NA,0.45622448466406,NA
5,13,"White",20,"Female",5,NA,8,3,"No_Bias",NA,-1.01352081417632,NA
5,12,"Other",42,"Female",9,"Left",6,3,"No_Bias",0.695819567481388,NA,NA
5,NA,"Other",17,"Female",NA,"Moderate",7,2,"No_Bias",NA,-0.00452036584134756,NA
5,1,"White",19,"Male",4,"Right",7,2,"No_Bias",NA,NA,NA
5,2,"Asian",19,"Male",4,"Right",7,2,"No_Bias",NA,0.0480359794700557,NA
5,NA,"Other",17,"Female",NA,NA,7,NA,"No_Bias",NA,NA,-0.752264407344999
5,NA,"White",12,"Male",NA,"Left",6,4,"No_Bias",NA,NA,0.10622635978058
5,15,"White",17,"Male",3,"Moderate",9,1,"No_Bias",NA,NA,-0.0630081816333623
5,8,"Asian",23,"Female",8,"Moderate",8,3,"No_Bias",NA,NA,0.062214789816991
6,13,"White",39,"Female",7,"Left",4,1,"No_Bias",0.142000873830797,NA,NA
6,1,"Black",34,"Female",9,"Moderate",8,4,"No_Bias",NA,NA,0.454428266643871
6,NA,"Asian",20,"Female",NA,NA,4,NA,"No_Bias",0.462261053961716,NA,NA
6,2,"White",37,"Male",7,"Moderate",5,2,"COVID",NA,-0.11652653868569,NA
6,6,"White",14,"Female",3,"Right",5,1,"No_Bias",NA,0.382034944560686,NA
6,5,"White",42,"Female",6,"Right",5,4,"No_Bias",NA,-0.188342332723883,NA
6,1,"White",18,"Male",4,"Right",8,2,"No_Bias",-0.445525489042197,NA,NA
6,4,"Asian",18,"Male",3,"Right",2,3,"No_Bias",NA,-0.41005195544033,NA
6,8,"White",23,"Female",4,"Left",2,2,"No_Bias",NA,NA,-0.149488018724198
6,15,"White",18,"Male",3,"Moderate",7,2,"No_Bias",NA,1.09902109438607,NA
6,4,"Other",17,"Male",2,"Left",7,2,"No_Bias",NA,NA,NA
6,15,"Asian",14,"Female",2,"Moderate",6,2,"No_Bias",0.66347763368586,NA,NA
6,11,"Asian",19,"Female",4,"Moderate",5,1,"No_Bias",NA,-0.0613560234891963,NA
6,NA,NA,150,"Male",NA,NA,NA,NA,"No_Bias",0.175864338935164,NA,NA
6,11,NA,50,"Male",9,"Moderate",7,4,"No_Bias",NA,NA,0.365241698169443
6,14,"Other",19,"Male",4,"Right",7,1,"No_Bias",NA,-0.0544477346184429,NA
6,11,"White",31,"Female",5,"Moderate",8,2,"No_Bias",NA,-0.0541191053353547,NA
6,14,"White",30,"Female",7,"Moderate",5,2,"No_Bias",NA,-0.397270254721444,NA
6,NA,"White",20,"Female",NA,"Left",8,1,"No_Bias",0.342719327434827,NA,NA
6,11,"White",28,"Male",5,"Left",4,3,"Non_COVID",0.75535071433967,NA,NA
6,8,"White",20,NA,6,"Right",8,4,"No_Bias",NA,NA,-0.73672548729717
6,NA,"Other",NA,NA,NA,NA,5,NA,"Non_COVID",NA,NA,1.29972325438106
6,2,"White",27,"Female",7,"Moderate",6,1,"No_Bias",NA,NA,-0.64156576082277
6,9,"Black",21,"Female",7,"Left",5,2,"No_Bias",NA,NA,NA
6,8,"Black",37,"Female",13,"Left",8,3,"No_Bias",NA,NA,1.07552691612803
6,11,"White",49,"Female",13,"Left",8,2,"COVID",0.945658158552429,NA,NA
6,4,"Other",18,"Male",3,"Moderate",6,2,"No_Bias",NA,NA,-0.221568190937605
6,8,"Other",31,"Female",9,"Left",7,3,"No_Bias",0.0658433236134748,NA,NA
6,2,"White",19,"Male",4,NA,4,3,"No_Bias",NA,NA,-0.16297459877165
6,8,"Other",18,"Female",4,NA,7,1,"No_Bias",NA,0.138835548156659,NA
6,1,"White",18,"Female",4,"Left",8,2,"No_Bias",NA,0.623784364429063,NA
6,10,"White",17,"Male",3,"Right",7,1,"No_Bias",NA,NA,0.00802523109085845
6,11,"White",22,"Female",6,"Left",5,3,NA,-0.00576580915069333,NA,NA
6,5,"White",19,"Female",5,"Left",8,3,"COVID",NA,NA,0.342601292715061
6,11,"White",18,"Female",5,"Left",6,4,"No_Bias",NA,NA,-0.143924933159811
6,5,"White",41,"Female",8,"Left",4,1,"COVID",NA,0.517075766544315,NA
6,11,"White",50,"Female",13,NA,7,4,"No_Bias",0.795255946787827,NA,NA
6,6,"Asian",18,"Male",3,"Left",7,2,"COVID",NA,NA,0.173882720834427
6,9,"Other",18,"Female",4,"Left",5,1,"No_Bias",NA,NA,0.254992616375672
6,9,NA,39,"Female",7,"Left",6,2,"Non_COVID",NA,-0.113992546044557,NA
6,9,"Other",18,"Female",4,"Left",5,1,"No_Bias",-0.18519969833735,NA,NA
6,6,"White",23,"Male",5,"Left",7,2,"COVID",NA,NA,-0.499911110156507
6,2,"White",20,"Female",5,"Left",8,4,"COVID",NA,0.347239084302528,NA
6,1,"White",26,"Female",12,"Left",10,1,"Non_COVID",0.268400005006985,NA,NA
6,NA,"Asian",18,"Female",NA,"Moderate",7,1,"No_Bias",NA,NA,-0.0499277667320649
6,1,"Black",33,"Male",9,"Left",3,2,"No_Bias",NA,-0.404251238863291,NA
6,8,"White",30,"Female",4,"Moderate",5,1,"No_Bias",NA,0.166333531282196,NA
6,2,"White",61,"Female",5,"Left",3,2,"No_Bias",NA,NA,-0.0478204561820952
6,3,"White",19,"Female",5,"Moderate",7,3,"No_Bias",NA,1.0853630157888,NA
6,1,"Asian",17,"Female",2,"Moderate",4,3,"No_Bias",NA,NA,-0.633183447799673
6,6,"White",32,"Female",13,"Left",8,2,"No_Bias",NA,NA,-0.0424374105483486
6,8,"White",27,"Female",7,"Right",9,3,"No_Bias",NA,NA,-0.26186066174306
6,12,"White",19,"Female",5,"Moderate",5,3,"No_Bias",NA,-0.431946404921763,NA
7,6,"White",62,"Female",7,"Left",5,2,"COVID",NA,0.678106008907123,NA
7,2,"Other",56,NA,8,"Left",7,1,"No_Bias",0.539372295181951,NA,NA
7,1,"White",20,"Female",7,"Right",6,1,"No_Bias",NA,NA,-0.440902461915616
7,7,"White",20,"Female",5,"Moderate",5,2,"No_Bias",NA,-0.656564795966325,NA
7,6,"White",57,"Male",9,"Right",8,1,"No_Bias",NA,-0.180302995134054,NA
7,NA,"White",20,"Female",NA,NA,NA,NA,"COVID",NA,0.0226034075023393,NA
7,2,"Other",19,"Female",4,"Moderate",5,2,"No_Bias",0.229513484680374,NA,NA
7,NA,"Other",18,"Female",NA,"Moderate",5,1,"No_Bias",-0.156437694748179,NA,NA
7,11,"White",NA,NA,5,"Moderate",6,2,NA,NA,0.998622309337734,NA
7,15,"Asian",18,"Female",3,"Moderate",5,1,"No_Bias",NA,NA,-0.420199120726212
7,5,"White",33,"Male",9,"Moderate",5,1,"No_Bias",NA,NA,-0.150662393039901
7,12,"Other",21,"Female",4,"Left",8,2,"Non_COVID",NA,NA,0.389519446009912
7,9,"White",20,"Female",5,"Left",5,1,"No_Bias",NA,0.848394428686272,NA
7,2,"Black",20,"Male",5,"Moderate",6,2,"No_Bias",NA,NA,-0.63634406597201
7,9,"Other",23,"Female",7,"Left",6,1,"No_Bias",NA,-0.722563280983783,NA
7,11,"Black",32,"Female",6,NA,5,3,"No_Bias",NA,0.806444623681744,NA
7,10,"White",19,"Female",5,"Right",7,1,"No_Bias",NA,0.495206052606493,NA
7,5,"White",33,"Male",9,"Left",6,3,"No_Bias",NA,-0.58742057735736,NA
7,NA,"White",17,"Male",NA,NA,4,NA,"No_Bias",0.0569160028893044,NA,NA
7,8,"White",22,"Male",5,"Moderate",4,1,"No_Bias",NA,NA,0.0996020154780678
7,6,"White",20,"Male",4,"Right",7,3,"No_Bias",NA,NA,-0.363863684741822
7,2,"White",19,"Male",5,"Right",5,4,"No_Bias",NA,NA,NA
7,11,"White",19,"Male",5,"Moderate",6,2,"COVID",NA,NA,-0.118413280866221
1,5,"Other",23,"Female",5,"Moderate",6,2,"No_Bias",NA,NA,NA
1,1,"Black",39,"Female",6,"Moderate",5,4,"No_Bias",-0.722417302072882,NA,NA
1,4,"Other",19,"Male",5,"Moderate",5,1,"No_Bias",NA,NA,-0.326624842714396
1,1,"White",19,"Female",4,"Moderate",4,2,"COVID",NA,NA,-0.366565187496809
1,5,"White",38,"Male",8,"Moderate",6,2,"No_Bias",NA,NA,NA
1,5,"White",61,"Female",9,"Left",7,2,"No_Bias",NA,NA,0.338420019765949
1,5,"Asian",27,"Female",9,"Left",5,1,"Non_COVID",0.294025394512621,NA,NA
1,NA,"White",32,"Female",NA,"Left",4,1,"No_Bias",NA,0.701204735726079,NA
1,8,"Asian",19,"Male",5,"Moderate",5,1,"No_Bias",0.20920617267441,NA,NA
1,14,"Black",20,"Female",5,"Left",5,2,"No_Bias",NA,NA,NA
1,1,"White",23,"Female",5,"Right",4,3,"No_Bias",NA,-0.103500149882355,NA
1,NA,"Other",21,"Female",NA,NA,4,NA,"No_Bias",NA,NA,NA
1,6,"White",48,"Male",10,"Moderate",8,3,"No_Bias",-0.332927663581496,NA,NA
1,9,"Other",34,"Female",7,"Left",8,3,"No_Bias",NA,NA,0.177569615245286
1,1,"Other",52,"Female",5,"Right",6,3,"No_Bias",NA,NA,NA
1,4,"Asian",21,"Male",4,"Moderate",6,2,"No_Bias",NA,NA,-0.338192762030321
1,8,"White",22,"Female",7,"Moderate",3,3,"No_Bias",NA,0.188742463227329,NA
1,11,"White",18,"Female",5,"Left",6,2,"No_Bias",NA,NA,0.798403981074715
1,1,NA,18,"Female",4,"Left",7,1,NA,0.14641349513272,NA,NA
1,10,"White",18,"Male",4,"Right",6,4,"COVID",0.0796938733802895,NA,NA
1,9,"White",18,"Female",5,"Left",9,3,"No_Bias",NA,NA,-0.339847895881647
1,11,"White",19,"Female",5,"Left",9,1,"No_Bias",0.4025686226858,NA,NA
1,8,"Black",50,"Female",8,"Left",6,4,"No_Bias",0.321464096472918,NA,NA
1,10,"White",40,"Female",8,"Left",3,1,"No_Bias",NA,-0.0870219365066591,NA
1,6,"White",53,"Male",5,"Right",6,1,"No_Bias",NA,0.707704658802919,NA
1,9,"Black",22,"Male",5,"Moderate",4,1,"No_Bias",NA,NA,0.0767791474692924
1,5,"Black",25,"Female",4,"Left",5,3,"No_Bias",NA,NA,0.21369057464366
1,3,"White",22,"Female",5,NA,5,2,"COVID",NA,0.425395889707619,NA
1,NA,"Asian",18,"Female",NA,"Moderate",8,1,"No_Bias",NA,0.146058756783127,NA
1,7,"White",67,"Female",7,"Left",4,3,"No_Bias",NA,NA,0.543660617819624
1,2,"Black",18,"Female",4,"Left",6,2,"No_Bias",NA,NA,NA
1,9,"White",42,"Male",5,"Left",4,1,"No_Bias",NA,0.271040068560864,NA
2,14,"White",20,"Female",5,"Left",6,1,"No_Bias",-0.790389324732331,NA,NA
2,8,"White",24,"Female",9,"Left",6,1,"COVID",NA,0.31429062190055,NA
2,11,"Other",48,"Male",5,"Left",6,1,"No_Bias",0.512254093047719,NA,NA
2,12,"White",25,"Female",7,"Left",4,1,"No_Bias",NA,0.419014167683857,NA
2,12,"White",34,"Female",8,"Left",5,3,"No_Bias",NA,-0.471786820932699,NA
2,2,"White",43,"Male",9,"Left",6,1,"No_Bias",NA,NA,-0.577837585798668
2,9,"Black",22,"Male",5,"Left",4,1,"Non_COVID",NA,NA,0.765258511232656
2,11,"White",36,"Female",5,"Moderate",7,3,"No_Bias",NA,-0.0139866689574377,NA
2,8,"Asian",27,"Male",7,"Moderate",7,1,"No_Bias",NA,NA,-0.183275920347254
2,8,"Asian",30,"Female",7,"Moderate",10,3,"No_Bias",NA,-0.100040932548678,NA
2,4,"White",18,"Male",3,NA,7,2,"No_Bias",NA,0.0290915316009016,NA
2,8,"Other",20,"Female",5,"Moderate",7,3,"No_Bias",NA,NA,-0.0171322563513316
2,2,"Black",46,"Female",7,"Moderate",6,3,"No_Bias",NA,NA,-0.0107156557372673
2,11,"Asian",18,"Female",7,"Moderate",7,1,"No_Bias",NA,0.588742310098178,NA
2,2,"White",25,"Female",10,"Right",7,4,"No_Bias",NA,NA,NA
2,11,"White",29,"Female",9,"Left",7,1,"No_Bias",NA,NA,0.203094048361009
2,9,"Other",28,"Female",7,"Moderate",7,2,"No_Bias",0.0414554118445874,NA,NA
2,10,"White",61,"Female",9,"Left",8,1,"No_Bias",-0.156611262750079,NA,NA
2,14,"White",27,"Female",7,"Moderate",5,2,"No_Bias",NA,NA,0.185774189797263
2,12,"White",40,"Male",7,"Left",5,1,"No_Bias",NA,NA,-0.369648687525347
2,2,"White",60,"Female",7,"Left",8,1,"COVID",NA,0.19741772038245,NA
2,2,"White",32,"Male",9,"Left",8,1,"No_Bias",-0.20261358897838,NA,NA
2,7,"Other",18,"Male",4,"Moderate",8,3,"No_Bias",NA,0.177136097504944,NA
2,8,"White",70,"Female",8,"Left",5,2,"No_Bias",NA,NA,-0.0992271962671609
2,11,"White",43,"Male",13,"Left",9,1,"No_Bias",NA,NA,-0.107285407606573
2,1,"White",20,"Female",5,"Left",6,2,"No_Bias",-0.3997744770255,NA,NA
2,NA,"White",14,"Male",NA,NA,8,NA,"No_Bias",0.26810989537811,NA,NA
2,2,"White",23,"Female",8,"Left",7,2,"No_Bias",NA,0.540296389210906,NA
2,14,"White",43,"Male",9,"Moderate",8,1,"No_Bias",0.653859589149981,NA,NA
2,5,"White",82,"Female",9,"Left",9,2,"No_Bias",NA,-0.190974597100485,NA
2,15,"Asian",NA,NA,3,NA,6,NA,"No_Bias",0.143726856116395,NA,NA
2,8,"Black",17,"Female",3,"Left",5,3,"No_Bias",NA,NA,0.502469357123845
2,4,"Asian",26,"Male",7,NA,6,2,"No_Bias",NA,0.125650345889067,NA
2,4,"Asian",28,"Male",9,"Moderate",8,4,NA,NA,-0.323528651660812,NA
2,14,"White",32,"Female",9,"Moderate",3,2,"No_Bias",NA,NA,0.293757754346641
2,12,"White",21,"Male",5,"Moderate",6,4,"No_Bias",0.853802676387583,NA,NA
2,6,"Asian",22,"Female",7,"Left",7,3,"No_Bias",NA,-0.451453695012329,NA
2,4,"Asian",26,"Female",9,NA,5,NA,"No_Bias",NA,-0.265531325747472,NA
2,1,"White",29,"Female",8,"Left",8,2,"No_Bias",0.650295586002638,NA,NA
2,12,"White",24,"Female",7,NA,5,3,"No_Bias",NA,NA,NA
2,5,"White",72,"Male",13,"Left",7,2,"No_Bias",0.321764595074568,NA,NA
2,10,"White",40,"Female",11,"Left",8,1,"COVID",0.586348868234489,NA,NA
2,2,"White",17,"Male",3,"Right",8,4,"No_Bias",NA,-0.221492445647926,NA
2,4,"Other",29,"Female",7,"Moderate",5,4,"No_Bias",NA,-0.395007842832146,NA
2,11,"White",57,"Male",13,"Left",6,1,"No_Bias",NA,-0.117394356613119,NA
2,2,"White",20,"Female",5,"Left",7,2,"No_Bias",NA,0.167691619277892,NA
2,11,"White",18,"Female",3,NA,7,3,"No_Bias",-0.648206376808757,NA,NA
2,4,"Asian",22,"Male",9,"Moderate",5,3,"COVID",-0.0300230046959706,NA,NA
2,6,"Asian",40,"Female",9,"Moderate",7,4,"No_Bias",NA,-0.24427765898327,NA
2,9,"White",31,"Female",7,NA,8,3,"No_Bias",NA,0.31086267287706,NA
2,8,"White",38,"Male",12,NA,10,4,"No_Bias",NA,-0.0669309099799619,NA
2,8,"White",22,"Female",7,"Left",7,1,"No_Bias",0.368835046809437,NA,NA
2,12,"White",33,"Female",7,"Left",5,3,"COVID",-0.648046081151119,NA,NA
2,11,"White",35,"Female",13,"Left",7,1,"No_Bias",0.30793775552272,NA,NA
2,11,"White",40,"Male",13,NA,7,2,"No_Bias",NA,0.784932363670349,NA
2,12,"White",18,"Male",5,"Right",6,1,"No_Bias",NA,NA,-1.02757220295984
2,4,"Other",26,"Male",9,"Moderate",8,1,"No_Bias",NA,NA,-0.0511673200273196
2,10,"Asian",17,"Female",3,"Left",8,3,"No_Bias",NA,NA,-0.158073035294469
2,7,"White",29,"Male",9,"Left",7,1,"No_Bias",NA,-0.534022568196617,NA
2,11,NA,36,"Female",13,"Left",7,2,"No_Bias",0.187693317323905,NA,NA
2,12,"Other",63,"Female",14,"Left",NA,4,"No_Bias",NA,NA,-0.368229005230605
2,8,"White",28,"Female",14,"Left",7,1,"No_Bias",NA,0.457702676911621,NA
2,2,"White",35,"Male",4,"Left",3,2,"No_Bias",-0.254907867456223,NA,NA
2,4,"White",28,"Female",8,"Left",7,3,"No_Bias",NA,NA,0.640209288958823
2,5,"Other",49,"Female",14,"Moderate",7,4,"No_Bias",0.26694798996939,NA,NA
2,8,"Other",31,"Female",9,"Left",7,1,"No_Bias",NA,0.190474382360465,NA
2,6,"Asian",32,"Female",13,"Moderate",7,3,"No_Bias",NA,NA,NA
